,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ,,RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',TX',TY',TZ'
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,mm/s,mm/s,mm/s
718,0,,,,,,,,,,,,,84.250031,189.413986,1601.180176,67.154266,99.414459,1325.343140,94.624680,322.280029,1510.974731,101.538345,355.103882,1290.542480,170.235764,109.791626,1484.952881,-100.557419,275.684235,1550.778076,-171.750748,283.382202,1348.216064,-204.032745,276.435028,1261.560303,-115.763184,361.991119,1285.922607,-22.412872,375.467896,1390.496460,-23.545706,427.923523,1340.852905,,,,284.755432,213.487503,1548.414795,342.319092,191.183365,1432.341675,391.860718,131.987396,1254.112305,364.196136,211.384430,1248.445435,287.690521,327.038971,1353.604614,263.389252,349.459137,1289.366699,,,,-57.901562,289.006927,1078.142822,189.552216,273.051239,1121.674805,48.728386,93.542732,1047.385742,166.429596,86.044899,1059.278809,-72.883873,258.045227,870.489685,-7.070196,231.894440,539.840942,-5.241487,159.916214,294.486145,20.240057,115.591011,120.610779,77.743057,49.325928,99.179047,53.812321,284.079529,49.917873,292.530090,377.024292,1130.504761,354.102448,618.971313,1103.660034,350.754974,607.255188,989.459473,258.129089,483.967072,708.547180,189.731812,430.284271,693.551880,266.858490,651.740723,647.219238
719,0,,,,,,,,,,,,,85.145531,191.902679,1608.116699,68.680428,99.890457,1333.983032,94.025421,323.957275,1516.690063,100.368706,354.235352,1296.503540,172.859238,112.503098,1493.125732,-100.343613,276.642426,1557.397339,-171.574661,282.627930,1354.974976,-203.501144,274.973267,1267.994995,-115.907593,361.394867,1291.572876,-22.584641,376.067780,1395.520996,-24.317192,428.565948,1345.853149,,,,285.391449,218.732437,1554.961182,342.752869,196.308945,1438.917114,392.032349,135.706589,1260.669556,364.035309,214.898499,1254.324097,286.953613,331.351746,1358.405029,262.543457,353.004547,1293.900513,,,,-57.068729,288.141235,1083.938477,190.348129,271.181671,1127.576416,46.160404,91.973686,1053.964600,163.820160,83.386139,1067.360229,-72.500389,261.897369,875.312256,-8.625166,249.190887,544.348816,-6.896620,171.469147,300.701050,18.228065,122.821808,127.778336,75.319572,54.476162,110.473618,54.004436,285.730042,48.309277,291.979950,380.031494,1129.103027,352.291962,619.671082,1091.309326,349.330353,605.369263,976.897034,258.387482,479.932281,696.540100,189.693893,426.869598,682.702026,268.407104,646.027039,631.369934
720,0,,,,,,,,,,,,,86.144196,194.591385,1616.847412,70.227592,100.542229,1344.949097,93.418915,325.462830,1523.903564,99.454025,352.615906,1304.182007,175.596100,115.363647,1503.410034,-99.917465,277.484375,1565.342285,-171.200119,280.806519,1363.162964,-202.687286,272.067322,1275.570068,-115.912613,359.599884,1298.310669,-22.791523,376.107880,1401.898071,-25.149195,428.346924,1351.923950,,,,285.922668,224.397018,1563.178589,343.334839,201.727768,1447.420776,392.650269,139.247437,1269.252563,364.258453,218.150177,1262.093750,286.220001,335.460388,1364.833130,261.794800,356.238678,1299.994751,,,,-55.332191,287.344177,1091.290771,192.569351,269.043030,1134.776855,42.941528,90.270363,1061.761963,160.640350,80.622086,1075.848145,-72.238487,266.436615,881.829956,-11.161898,268.577118,550.858765,-9.510401,185.102234,309.144257,15.235297,132.208313,137.148468,71.946404,61.953823,125.046921,53.930878,288.094788,47.199036,292.543457,384.096161,1125.422241,350.530121,620.729919,1074.606445,347.868896,603.134094,960.131165,258.485596,473.759094,681.468323,189.574249,421.206848,669.723083,269.140472,637.173828,609.893311
721,0,,,,,,,,,,,,,87.178886,197.382080,1626.817749,71.786415,101.288155,1357.578003,92.798927,326.746338,1532.221558,98.810356,350.517609,1313.194580,178.223572,118.380669,1515.150879,-99.312637,278.028534,1574.120605,-170.695862,277.993103,1372.330078,-201.702286,267.883301,1283.824219,-115.865623,356.718109,1305.756470,-23.065447,375.561554,1409.216675,-26.103725,427.291779,1358.737549,,,,286.247498,230.226547,1572.533569,344.032379,207.230728,1457.346802,393.713806,142.522263,1279.323730,364.924225,221.084778,1271.247070,285.602264,339.292023,1372.431152,261.294434,359.141083,1307.217529,,,,-52.883190,286.457733,1099.896484,195.923141,266.865082,1142.761108,39.573483,88.428017,1070.547607,157.402710,77.970894,1084.383667,-72.266884,271.348145,889.887207,-14.816868,289.648865,559.341797,-13.105912,200.741455,319.737122,11.289821,143.707336,148.776596,67.785225,72.203384,142.727036,53.438892,291.468109,47.341568,294.096527,388.832520,1119.286499,348.667480,621.678467,1054.120972,346.311218,600.282776,939.776550,258.593201,465.697479,663.558655,189.680298,413.468536,654.724243,268.906769,625.569397,583.598328
722,0,,,,,,,,,,,,,88.186577,200.175476,1637.427002,73.415428,101.986237,1371.176147,92.127731,327.758209,1541.217896,98.363007,348.226593,1323.156372,180.609268,121.556213,1527.654663,-98.603317,278.056458,1583.192505,-170.149673,274.270172,1381.946899,-200.659821,262.615875,1292.233765,-115.871155,352.896484,1313.481201,-23.463961,374.394775,1417.000488,-27.276957,425.469757,1365.934937,,,,286.285217,236.029877,1582.411499,344.798859,212.676544,1468.083130,395.203430,145.493195,1290.247803,366.052856,223.691208,1281.169434,285.201904,342.824463,1380.625366,261.145508,361.721252,1315.021729,,,,-49.954952,285.304108,1109.505859,200.019974,264.884399,1151.031006,36.555965,86.453461,1080.165527,154.598236,75.592529,1092.779297,-72.703262,276.396667,899.275269,-19.568159,312.183777,569.714233,-17.580011,218.288177,332.380554,6.526355,157.104385,162.749130,63.066036,85.350716,163.249557,52.366596,296.161652,49.569992,296.411713,393.810425,1110.609009,346.513763,622.001221,1030.407104,344.552765,596.486877,916.407104,258.825317,455.963928,643.028748,190.238342,403.818146,637.719910,267.626068,611.625610,553.475586
723,0,,,,,,,,,,,,,89.108994,202.875275,1648.072021,75.215324,102.519051,1385.032104,91.337784,328.464569,1550.448364,97.954842,346.021179,1333.655762,182.717819,124.871994,1540.223999,-97.903450,277.356018,1592.016479,-169.653061,269.723785,1391.435059,-199.654678,256.468292,1300.260742,-116.031021,348.299927,1321.036865,-24.061096,372.592651,1424.749756,-28.776428,422.982758,1373.139282,,,,285.992706,241.694748,1592.170044,345.578491,217.994400,1478.957642,397.081360,148.181458,1301.344971,367.616211,226.006348,1291.193237,285.084534,346.081238,1388.777954,261.376648,364.013336,1322.793213,,,,-46.803425,283.752930,1119.864624,204.429581,263.340363,1159.137329,34.302395,84.389053,1090.451172,152.615402,73.620232,1100.975098,-73.597733,281.449249,909.737915,-25.250637,336.011169,581.873169,-22.716772,237.489944,346.993347,1.192803,171.978271,179.175278,58.042610,101.113869,186.274399,50.569038,302.418854,54.703369,299.185822,398.604126,1099.420532,343.883087,621.185547,1003.998047,342.477661,591.420166,890.532227,259.226837,444.732544,620.105713,191.366272,392.395508,618.678223,265.289642,595.760498,520.589783
724,0,,,,,,,,,,,,,89.896065,205.388596,1658.185547,77.299919,102.838478,1398.436768,90.337563,328.858276,1559.466309,97.382065,344.129578,1344.236084,184.596924,128.274338,1552.183105,-97.358856,275.761047,1600.101196,-169.280930,264.444092,1400.210815,-198.742004,249.637344,1307.411743,-116.421402,343.098877,1327.992798,-24.929090,370.183380,1431.984985,-30.690544,419.953735,1379.972534,,,,285.377106,247.180023,1601.203857,346.315704,223.169083,1489.293579,399.288483,150.673599,1311.952759,369.532715,228.119446,1300.664551,285.252930,349.124146,1396.256470,261.924896,366.070862,1329.917969,,,,-43.681767,281.761078,1130.662598,208.730820,262.466370,1166.703369,33.088127,82.319740,1101.160034,151.693161,72.187843,1108.976440,-74.926826,286.464172,920.989563,-31.608753,360.912964,595.717041,-28.237837,257.898468,363.530914,-4.392736,187.742859,198.146820,52.959393,118.847610,211.404144,47.958385,310.301666,63.440533,302.075012,402.833862,1085.876221,340.627655,618.762939,975.414246,339.985382,584.807678,862.598328,259.772675,432.144135,595.037720,193.064880,379.321411,597.571472,261.958252,578.383850,485.958435
725,0,,,,,,,,,,,,,90.513603,207.627853,1667.271973,79.770699,102.960709,1410.709351,89.027740,328.963562,1567.842529,96.440430,342.685608,1354.399048,186.351669,131.670090,1562.902344,-97.125664,273.181183,1607.049805,-169.070450,258.527130,1407.744873,-197.922073,242.302856,1313.295166,-117.071686,337.461914,1333.976685,-26.117651,367.249481,1438.289062,-33.059853,416.519958,1386.076782,,,,284.498657,252.493866,1609.008911,346.966095,228.222351,1498.474487,401.739716,153.122971,1321.484985,371.670227,230.174072,1309.010620,285.625854,352.046112,1402.502808,262.635834,367.966827,1335.854126,,,,-40.810654,279.377045,1141.515015,212.553162,262.472107,1173.438232,33.036674,80.366776,1111.937378,151.914032,71.434952,1116.785645,-76.601166,291.453583,932.737122,-38.358963,386.597382,611.148743,-33.871872,278.933533,381.976624,-9.918633,203.757416,219.691849,48.041752,137.695572,238.226257,44.529987,319.623230,76.252808,304.734314,406.192963,1070.244019,336.655304,614.341553,945.170410,337.005524,576.452515,833.003784,260.381165,418.324249,568.088440,195.223969,364.723846,574.409302,257.758759,559.880371,450.440613
726,0,,,,,,,,,,,,,90.953384,209.515427,1674.932861,82.700890,102.936371,1421.225220,87.325836,328.833740,1575.182861,94.969795,341.713501,1363.636597,188.109390,134.939545,1571.834473,-97.330971,269.614685,1612.586304,-169.004730,252.075668,1413.623535,-197.134201,234.623505,1317.656250,-117.950722,331.551453,1338.705933,-27.637390,363.927338,1443.341187,-35.859749,412.828796,1391.137939,,,,283.457062,257.666046,1615.226807,347.501740,233.201401,1506.004761,404.321106,155.738663,1329.480591,373.855072,232.360336,1315.794312,286.031036,354.962433,1407.097656,263.285828,369.799225,1340.190674,,,,-38.354076,276.717285,1151.980469,215.609146,263.516449,1179.139404,34.137909,78.668633,1122.321411,153.230515,71.490089,1124.341919,-78.487495,296.438049,944.694397,-45.237926,412.732239,628.066589,-39.411282,300.013947,402.310791,-15.146595,219.451538,243.758743,43.500221,156.785828,266.382141,40.337658,330.002960,93.318604,306.851166,408.458649,1052.882568,331.931946,607.622498,913.775940,333.500549,566.235901,802.119629,260.936035,403.401581,539.519836,197.644974,348.768463,549.250122,252.873901,540.590576,414.653442
727,0,,,,,,,,,,,,,91.239494,210.991852,1680.882935,86.123383,102.823296,1429.454224,85.192505,328.542450,1581.145386,92.889725,341.156494,1371.486450,189.983414,137.966858,1578.569946,-98.021568,265.140808,1616.552856,-169.007126,245.199829,1417.598267,-196.263306,226.740982,1320.376709,-118.967728,325.520233,1342.001709,-29.452774,360.391937,1446.937988,-39.001450,409.030060,1394.907715,,,,282.360504,262.724518,1619.658936,347.908752,238.175079,1511.556396,406.895203,158.759872,1335.624634,375.889160,234.893997,1320.737305,286.219971,357.996521,1409.802002,263.619415,371.690582,1342.684326,,,,-36.409470,273.934418,1161.600586,217.715927,265.681793,1183.679321,36.285603,77.356491,1131.767334,155.508240,72.448997,1131.482910,-80.440697,301.414429,956.583862,-52.027443,438.997314,646.354431,-44.730888,320.689819,424.479736,-19.940090,234.421799,270.233582,39.527790,175.416946,295.637054,35.439304,341.027008,114.534386,308.164612,409.491760,1034.211548,326.474426,598.404236,881.724365,329.462982,554.096619,770.305847,261.312775,387.523224,509.574127,200.081100,331.678101,522.204895,247.521454,520.794434,378.936127
728,0,,,,,,,,,,,,,91.424713,212.024323,1684.949951,90.018021,102.675323,1435.016602,82.651863,328.165649,1585.450562,90.216499,340.940857,1377.590210,192.046112,140.678482,1582.886108,-99.126251,259.897949,1618.885254,-168.951385,238.020218,1419.595215,-195.162430,218.791321,1321.441895,-119.993095,319.509521,1343.775635,-31.490364,356.829834,1448.991333,-42.351269,405.262207,1397.215088,,,,281.289886,267.683350,1622.249512,348.179626,243.233673,1514.984131,409.316406,162.423096,1339.744019,377.572754,237.988129,1323.711792,285.906830,361.259796,1410.564209,263.387909,373.773560,1343.268921,,,,-35.013596,271.191895,1169.941895,218.803619,268.958923,1186.980957,39.321602,76.535934,1139.685669,158.567383,74.362999,1137.936523,-82.336403,306.353210,968.131042,-58.562885,465.122162,665.884583,-49.774975,340.712250,448.387756,-24.260162,248.479568,298.956940,36.275665,193.200684,325.929504,29.873346,352.398773,139.579788,308.472839,409.233124,1014.680969,320.341248,586.574768,849.481995,324.913696,540.000244,737.923157,261.402618,370.861237,478.465210,202.281754,313.729431,493.436798,241.928513,500.705719,343.376556
729,0,,,,,,,,,,,,,91.578148,212.610474,1687.061035,94.308060,102.544655,1437.732788,79.795929,327.756134,1587.892334,87.055092,341.037872,1381.735718,194.320389,143.074951,1584.758545,-100.463326,254.058365,1619.583618,-168.687851,230.671921,1419.681885,-193.687759,210.917480,1320.894287,-120.892654,313.647614,1344.000488,-33.659035,353.403809,1449.504517,-45.759750,401.633636,1397.967041,,,,280.279022,272.544830,1623.053467,348.307434,248.483627,1516.309082,411.454041,166.932983,1341.781982,378.729431,241.826385,1324.711548,284.826782,364.831787,1409.493530,262.379333,376.168121,1342.033813,,,,-34.156765,268.646729,1176.627075,218.909485,273.250732,1188.987915,43.074272,76.282120,1145.489990,162.215652,77.238098,1143.337158,-84.094612,311.223328,979.060242,-64.735397,490.894073,686.536133,-54.539764,360.018402,473.907410,-28.145809,261.639709,329.721405,33.820602,210.108246,357.365814,23.687534,363.989380,167.998123,307.638641,407.698639,994.734802,313.625610,572.096802,817.480103,319.904266,523.912598,705.338806,261.127228,353.601288,446.388702,204.024368,295.227020,463.155701,236.313156,480.483917,307.909088
730,0,,,,,,,,,,,,,91.770844,212.776123,1687.218018,98.879936,102.487282,1437.634399,76.765747,327.320496,1588.360596,83.568474,341.478424,1383.848145,196.790192,145.239990,1584.313965,-101.793846,247.806290,1618.685303,-168.078903,223.304596,1418.003540,-191.737549,203.275269,1318.797241,-121.560257,308.048523,1342.679321,-35.867435,350.221832,1448.534912,-49.088852,398.207520,1397.137695,,,,279.318726,277.310425,1622.192139,348.284760,254.033737,1515.671753,413.213135,172.442947,1341.767700,379.229889,246.545349,1323.815796,282.796967,368.749939,1406.808716,260.441498,378.960571,1339.183472,,,,-33.795158,266.437225,1181.351074,218.161987,278.395264,1189.639893,47.381435,76.647217,1148.654297,166.269440,81.039345,1147.262451,-85.688286,316.023682,989.099548,-70.494095,516.139587,708.219177,-59.062599,378.660492,500.891266,-31.688702,274.062134,362.259094,32.137955,226.370575,390.113495,16.986578,375.812164,199.277466,305.598114,404.965576,974.772339,306.448364,554.989990,786.108948,314.517670,505.782837,672.929504,260.441925,335.916351,413.547577,205.126007,276.457703,431.601562,230.878922,460.264221,272.470062
731,0,,,,,,,,,,,,,92.064674,212.568283,1685.472168,103.621048,102.569733,1434.919800,73.716095,326.819153,1586.876343,79.935379,342.318359,1383.930664,199.416367,147.321381,1581.748413,-102.887054,241.320877,1616.239502,-167.031174,216.075623,1414.720581,-189.286957,196.026215,1315.215576,-121.939011,302.809509,1339.832520,-38.033665,347.321747,1446.160034,-52.228336,395.000427,1394.757446,,,,278.377106,281.995789,1619.808472,348.104706,259.978882,1513.267578,414.547119,179.047104,1339.790283,379.010468,252.228195,1321.157715,279.757385,373.016022,1402.783325,257.500031,382.195038,1334.988403,,,,-33.857136,264.678314,1183.886108,216.759583,284.202057,1188.853760,52.093273,77.672470,1148.769287,170.561996,85.695366,1149.277466,-87.135490,320.789093,998.004333,-75.844147,540.692505,730.891052,-63.410534,396.726837,529.174988,-35.006744,285.974457,396.230408,31.079094,242.269806,424.212769,9.952102,387.978943,232.909286,302.374237,401.148285,955.111145,298.950592,535.322510,755.711426,308.861206,485.546906,641.076111,259.327850,317.936676,380.185486,205.443848,257.637482,399.022217,225.815048,440.198975,237.172684
732,0,,,,,,,,,,,,,92.505898,212.045670,1681.903931,108.453018,102.877640,1429.870483,70.783173,326.203888,1583.605713,76.312057,343.594849,1382.005981,202.149094,149.491943,1577.256714,-103.564270,234.755356,1612.292114,-165.514236,209.138397,1409.969360,-186.406082,189.321640,1310.220825,-122.030876,298.008514,1335.510742,-40.091221,344.678864,1442.460327,-55.103878,391.996368,1390.911377,,,,277.420959,286.642212,1616.033813,347.760986,266.388916,1509.293457,415.459839,186.783157,1335.981079,378.079865,258.908875,1316.903320,275.778046,377.612244,1397.703369,253.568329,385.880371,1329.742798,,,,-34.246376,263.465393,1184.083862,214.949203,290.488403,1186.520020,57.057110,79.395660,1145.594482,174.938385,91.099571,1148.979492,-88.480438,325.566437,1005.589233,-80.832588,564.366516,754.553284,-67.665314,414.286652,558.572205,-38.219242,297.604187,431.220032,30.366745,257.937622,459.419342,2.817743,400.653168,268.400635,298.092529,396.368744,935.958557,291.285461,513.214050,726.580078,303.050323,463.154968,610.156555,257.784363,299.737457,346.619293,204.878357,238.870895,365.658447,221.286591,420.495270,202.444855
733,0,,,,,,,,,,,,,93.123817,211.268814,1676.614990,113.341995,103.516129,1422.766724,68.066132,325.467712,1578.804199,72.806641,345.306244,1378.105835,204.941177,151.911118,1571.010986,-103.713066,228.214706,1606.890259,-163.565002,202.627777,1403.855713,-183.247665,183.288177,1303.902832,-121.897575,293.700317,1329.818481,-41.990868,342.231018,1437.524292,-57.686420,389.167145,1385.747681,,,,276.427429,291.316956,1610.976807,347.246979,273.304810,1503.914185,415.999512,195.641022,1330.504517,376.515015,266.581787,1311.245239,271.037323,382.517456,1391.839111,248.748703,390.007202,1323.733154,,,,-34.846348,262.885284,1181.882080,213.004227,297.103699,1182.512817,62.094059,81.848694,1139.098267,179.243530,97.108864,1146.049072,-89.772057,330.385040,1011.761292,-85.524338,586.941162,779.226685,-71.907272,431.366608,588.859802,-41.426266,309.134583,466.742432,29.628555,273.253174,495.167450,-4.180701,414.001678,305.253967,292.992004,390.728943,917.398071,283.615387,488.851166,698.964844,297.195374,438.622253,580.542236,255.823822,281.354919,313.263214,203.383347,220.147888,331.752106,217.401291,401.431671,169.068298
734,0,,,,,,,,,,,,,93.932991,210.294220,1669.727539,118.284164,104.596527,1413.843994,65.618660,324.657562,1572.718994,69.467957,347.417999,1372.308838,207.763168,154.700104,1563.170044,-103.284172,221.743271,1600.100342,-161.278717,196.645615,1396.474121,-180.011505,178.018936,1296.385010,-121.652634,289.914185,1322.935669,-43.703903,339.902771,1431.469482,-60.003941,386.489532,1379.484375,,,,275.386108,296.099976,1604.731323,346.554016,280.739227,1497.262573,416.246429,205.572113,1323.559082,374.447144,275.210480,1304.400024,265.784393,387.718323,1385.426147,243.224121,394.563171,1317.217285,,,,-35.529449,263.025818,1177.319824,211.199921,303.935699,1176.711548,66.984268,85.047043,1129.477295,183.314056,103.546150,1140.298340,-91.047089,335.244080,1016.550171,-89.976776,608.164734,804.912231,-76.197647,447.949097,619.757935,-44.694153,320.684937,502.249908,28.463039,287.859161,530.642029,-10.852527,428.151398,342.942780,287.424072,384.296173,899.407227,276.113251,462.509094,673.095520,291.398682,412.096527,552.606262,253.463531,262.822784,280.640350,200.975693,201.386154,297.587402,214.165924,383.347534,138.102325
735,0,,,,,,,,,,,,,94.935143,209.174393,1661.392822,123.277779,106.214981,1403.296143,63.442677,323.839966,1565.528809,66.291306,349.881836,1364.772705,210.609253,157.930222,1553.899414,-102.285378,215.332367,1592.031616,-158.788803,191.252213,1387.936401,-176.903915,173.567032,1287.831787,-121.444031,286.655853,1315.113159,-45.231876,337.622162,1424.459717,-62.146431,383.953766,1372.406128,,,,274.296173,301.065674,1597.400146,345.667908,288.675659,1489.461670,416.297821,216.492752,1315.384399,372.041779,284.729950,1296.612305,260.297241,393.212341,1378.662720,237.241989,399.541748,1310.412842,,,,-36.171135,263.978149,1170.560669,209.787537,310.897705,1169.036133,71.472458,88.976433,1117.150391,186.981552,110.209015,1131.718872,-92.317101,340.113739,1020.130371,-94.217415,627.767395,831.543640,-80.558861,463.974945,650.909119,-48.047623,332.305634,537.137146,26.514963,301.264282,564.901733,-17.080963,443.156281,380.894287,281.828308,377.109802,881.917786,268.962616,434.581329,649.215088,285.754059,383.925232,526.738770,250.709351,244.212372,249.384430,197.731415,182.503143,263.556641,211.474365,366.619202,110.725319
736,0,,,,,,,,,,,,,96.117653,207.959732,1651.799438,128.297668,108.429955,1391.318726,61.486874,323.071472,1557.361694,63.238770,352.655579,1355.734497,213.488983,161.619690,1543.392456,-100.779137,208.946960,1582.855835,-156.241928,186.467682,1378.396240,-174.103287,169.941040,1278.451660,-121.429741,283.910492,1306.654053,-46.614052,335.336456,1416.711792,-64.254883,381.563995,1364.844849,,,,273.160065,306.265564,1589.128296,344.566650,297.063263,1480.662964,416.250183,228.279495,1306.275635,369.476959,295.042175,1288.161377,254.840729,399.003601,1371.715820,231.089462,404.943542,1303.499512,,,,-36.663792,265.829529,1161.918701,208.972260,317.908142,1159.495728,75.291389,93.580849,1102.733154,190.085373,116.878815,1120.512939,-93.557076,344.939423,1022.823242,-98.231071,645.477661,858.939880,-84.957039,479.341095,681.860107,-51.466557,343.979614,570.745300,23.542431,312.989960,597.003906,-22.827171,458.975891,418.480774,276.675812,369.210938,864.913635,262.348267,405.608643,627.605652,280.340546,354.698395,503.354614,247.535141,225.675629,220.223694,193.757706,163.510254,230.222656,209.165009,351.652100,88.015144
737,0,,,,,,,,,,,,,97.446510,206.699310,1641.197266,133.280518,111.241295,1378.166748,59.656651,322.409424,1548.360840,60.264019,355.717224,1345.498657,216.407166,165.732315,1531.913452,-98.885689,202.561493,1572.827637,-153.779800,182.281158,1368.069702,-171.734573,167.105148,1268.500366,-121.749123,281.646332,1297.887939,-47.925446,333.026276,1408.491333,-66.493370,379.336975,1357.152954,,,,271.976440,311.714752,1580.139526,343.220917,305.807190,1471.088867,416.180908,240.757614,1296.593628,366.920471,306.005096,1279.369751,249.632843,405.093903,1364.738403,225.062439,410.772125,1296.631226,,,,-36.923790,268.649506,1151.874878,208.899124,324.867096,1148.247437,78.190567,98.754005,1087.012817,192.484558,123.327347,1107.115967,-94.700806,349.645294,1025.068726,-101.962410,661.040833,886.762268,-89.293808,493.894135,712.051208,-54.881596,355.628418,602.374878,19.466232,322.718262,626.107300,-28.111940,475.464294,455.015228,272.383636,360.680023,848.530579,256.430389,376.303345,608.589600,275.212097,325.239471,482.873901,243.875626,207.508911,193.920914,189.154724,144.640823,198.352493,207.126572,338.877686,70.663437
738,0,,,,,,,,,,,,,98.851524,205.442627,1629.936523,138.118088,114.573418,1364.216675,57.830826,321.930969,1538.761475,57.333035,359.060181,1334.437988,219.338257,170.176422,1519.850830,-96.787537,196.195541,1562.298096,-151.528259,178.662994,1357.249878,-169.855560,164.984558,1258.285400,-122.494583,279.820435,1289.150513,-49.266827,330.715179,1400.107056,-69.010696,377.304199,1349.674561,,,,270.734955,317.383270,1570.769165,341.598328,314.759216,1461.069092,416.129791,253.686874,1286.775391,364.506683,317.419342,1270.609741,244.825989,411.471771,1357.891235,219.430038,417.021271,1289.957764,,,,-36.889633,272.468842,1141.073486,209.647736,331.632385,1135.655518,79.963646,104.334305,1070.935425,194.063049,129.326843,1092.211792,-95.651672,354.134857,1027.365845,-105.334648,674.247131,914.482422,-93.413513,507.430786,740.818176,-58.167271,367.120667,631.317322,14.396993,330.403015,651.537292,-32.986801,492.366913,489.751099,269.223724,351.668671,833.116699,251.303101,347.548462,592.485718,270.395691,296.540710,465.656830,239.661392,190.237930,171.150436,184.017761,126.490433,168.916473,205.352890,328.676056,58.715462
739,0,,,,,,,,,,,,,100.209656,204.246902,1618.509399,142.654587,118.268410,1350.017090,55.879288,321.725830,1528.953613,54.440166,362.664307,1323.002808,222.202255,174.809387,1507.762451,-94.725143,189.941711,1551.719849,-149.588135,175.577957,1346.319336,-168.456223,163.477264,1248.175171,-123.688812,278.388550,1280.775146,-50.746910,328.474060,1391.905029,-71.899544,375.516693,1342.724365,,,,269.411224,323.190826,1561.478638,339.671112,323.714569,1451.063599,416.086792,266.749512,1277.331665,362.315155,329.018250,1262.303223,240.498016,418.097443,1351.367798,214.396606,423.654205,1283.646606,,,,-36.517811,277.250702,1130.287476,211.229492,338.000610,1122.325073,80.476929,110.097237,1055.577515,194.731277,134.666595,1076.735474,-96.307167,358.295288,1030.185791,-108.279457,684.973572,941.368103,-97.129250,519.715088,767.408997,-61.145058,378.281006,656.896118,8.637571,336.310486,672.816162,-37.507778,509.325439,521.889526,267.255829,342.429352,819.204407,246.958221,320.348206,579.519531,265.896759,269.668732,451.905396,234.908249,174.625885,152.353897,178.512146,110.023926,143.026718,203.885712,321.210175,51.528255
