Segments
100
,,Subject1:LowerBack,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
332,0,4.77561,126.39,122.818,-34.9102,443.669,1200.89
333,0,4.43285,126.753,123.108,-33.4073,445.623,1208.73
334,0,3.98921,127.186,123.416,-31.7831,447.431,1216.2
335,0,3.42625,127.677,123.753,-30.0158,449.123,1223.14
336,0,2.70499,128.222,124.107,-27.9952,450.655,1229.19
337,0,1.95577,128.821,124.53,-26.2292,452.203,1234.49
338,0,1.06034,129.393,124.994,-24.1029,453.811,1238.89
339,0,0.0710206,129.972,125.463,-21.8275,455.273,1242.34
340,0,-1.15705,130.548,126.007,-19.2072,456.852,1244.65
341,0,-2.38625,131.064,126.544,-16.4637,458.472,1245.83
342,0,-3.67139,131.549,127.08,-13.5833,460.099,1245.75
343,0,-4.88821,132.068,127.617,-11.0364,461.56,1244.4
344,0,-6.22295,132.491,128.082,-7.84584,463.065,1241.75
345,0,-7.48965,132.847,128.491,-4.5867,464.53,1237.84
346,0,-8.82129,133.217,128.848,-1.14508,465.87,1232.66
347,0,-10.0444,133.63,129.152,2.01461,466.996,1226.58
348,0,-11.2716,134.014,129.387,5.33057,468.051,1219.23
349,0,-12.3626,134.448,129.574,8.28485,468.896,1211.35
350,0,-13.4022,134.862,129.71,11.1679,469.701,1202.62
351,0,-14.2874,135.314,129.815,13.6035,470.339,1193.86
352,0,-15.0782,135.729,129.907,15.7661,471.039,1184.97
353,0,-15.7072,136.133,129.995,17.434,471.705,1176.65
354,0,-16.218,136.473,130.089,18.7282,472.493,1169.04
355,0,-16.573,136.75,130.195,19.5633,473.384,1162.63
356,0,-16.8197,136.929,130.314,20.0369,474.461,1157.64
357,0,-16.9463,137.016,130.44,20.1658,475.705,1154.33
358,0,-16.9912,137.001,130.566,20.0129,477.143,1152.81
359,0,-16.9552,136.9,130.678,19.6343,478.737,1153.13
360,0,-16.8756,136.726,130.763,19.0778,480.462,1155.23
361,0,-16.7474,136.499,130.806,18.3812,482.293,1158.95
362,0,-16.5808,136.237,130.804,17.5471,484.189,1164.1
363,0,-16.3694,135.952,130.75,16.5899,486.147,1170.41
364,0,-16.0978,135.662,130.63,15.5202,488.116,1177.61
365,0,-15.764,135.375,130.436,14.3568,490.059,1185.38
366,0,-15.3374,135.093,130.165,13.0857,491.951,1193.42
